data,codigo_ibge,latitude,longitude,T2M_RANGE,TS,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,PS,WS2M,WS2M_MAX,WS2M_MIN,WS2M_RANGE,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,GWETTOP,GWETROOT,GWETPROF,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,TOA_SW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
20030303,4100608,-23.1312,-52.3189,8.54,26.01,22.26,24.16,30.98,22.44,26.06,17.52,81.25,13.8,96.35,0.45,0.91,0.1,0.81,1.5,2.54,0.21,2.33,3.1,4.95,0.3,4.66,0.81,0.76,0.78,25.08,26.89,37.57,135.21,144.3,17.79,0.55,2.88
20030304,4100608,-23.1312,-52.3189,9.98,25.9,21.87,23.86,31.65,21.67,25.85,17.09,80.62,1.48,96.47,0.58,0.92,0.36,0.56,1.87,2.52,1.44,1.09,3.99,5.23,2.73,2.51,0.78,0.76,0.78,22.14,26.36,37.41,121.09,142.92,16.22,0.5,2.65
20030305,4100608,-23.1312,-52.3189,10.2,26.33,22.05,24.17,32.01,21.8,26.3,17.27,79.62,1.16,96.43,0.55,0.88,0.32,0.55,1.73,2.32,1.15,1.17,3.24,4.92,1.88,3.05,0.77,0.75,0.77,23.66,26.17,37.25,129.39,142.25,17.16,0.52,2.77
20030306,4100608,-23.1312,-52.3189,9.68,26.08,22.26,24.19,31.27,21.59,26.14,17.52,80.94,9.01,96.31,0.5,0.8,0.27,0.52,1.55,2.14,1.07,1.07,3.07,4.81,1.65,3.16,0.8,0.75,0.77,17.73,26.04,37.09,98.54,141.63,13.61,0.44,2.28
20030307,4100608,-23.1312,-52.3189,7.85,25.93,22.76,24.36,30.56,22.71,25.95,18.13,84.38,6.18,96.29,0.37,0.65,0.09,0.56,1.18,1.8,0.24,1.55,2.45,4.14,0.13,4.0,0.79,0.76,0.77,20.49,25.58,36.93,113.16,139.55,15.31,0.48,2.57
20030308,4100608,-23.1312,-52.3189,8.23,25.56,22.0,23.76,30.11,21.87,25.51,17.27,83.06,9.27,96.28,0.38,0.55,0.22,0.34,1.23,1.5,0.86,0.63,2.64,3.82,1.31,2.51,0.8,0.77,0.78,14.62,24.99,36.76,81.95,135.54,11.35,0.35,1.82
20030309,4100608,-23.1312,-52.3189,9.85,25.82,21.15,23.72,31.39,21.55,26.27,16.48,76.06,13.17,96.18,0.39,0.58,0.07,0.51,1.01,1.51,0.12,1.39,1.77,2.72,0.17,2.55,0.83,0.77,0.79,16.81,24.84,36.6,93.27,134.79,12.65,0.4,2.07
20030310,4100608,-23.1312,-52.3189,7.34,24.27,22.12,23.28,28.34,21.0,24.44,17.46,87.44,19.28,96.13,0.62,1.14,0.3,0.84,1.8,3.1,0.95,2.16,3.34,4.55,1.43,3.12,0.84,0.78,0.8,15.66,24.15,36.43,86.42,129.79,11.65,0.35,1.77
20030311,4100608,-23.1312,-52.3189,4.85,24.26,22.97,23.62,27.19,22.35,24.27,18.37,92.75,7.07,96.07,0.64,1.23,0.27,0.97,2.02,3.42,1.13,2.3,4.11,5.3,3.1,2.2,0.83,0.8,0.8,13.01,23.5,36.26,72.52,125.18,9.7,0.28,1.44
20030312,4100608,-23.1312,-52.3189,8.66,25.19,22.19,23.66,30.44,21.77,25.14,17.52,85.25,1.09,95.97,0.78,1.36,0.32,1.04,2.46,3.76,1.26,2.5,4.58,5.68,2.67,3.01,0.8,0.79,0.8,19.31,25.49,36.08,104.55,136.16,13.91,0.41,2.12
20030313,4100608,-23.1312,-52.3189,10.38,25.2,21.05,23.08,31.4,21.02,25.12,16.3,80.5,0.01,96.1,0.5,0.78,0.26,0.53,1.61,2.13,1.12,1.01,3.22,5.39,1.77,3.62,0.8,0.78,0.8,24.59,25.95,35.91,130.46,137.53,16.95,0.48,2.48
20030314,4100608,-23.1312,-52.3189,12.38,25.19,20.89,23.08,31.76,19.38,25.29,16.24,79.0,0.0,96.26,0.45,0.75,0.09,0.66,1.42,2.09,0.12,1.95,2.97,5.23,0.16,5.07,0.79,0.77,0.8,22.43,25.22,35.73,120.09,134.01,15.7,0.46,2.35
20030315,4100608,-23.1312,-52.3189,9.48,25.51,21.9,23.7,31.23,21.75,25.51,17.09,82.12,0.02,96.49,0.53,0.91,0.3,0.62,1.76,2.48,1.3,1.18,3.65,5.17,1.95,3.23,0.78,0.76,0.79,22.2,24.65,35.55,118.66,131.24,15.36,0.45,2.32
20030316,4100608,-23.1312,-52.3189,13.14,26.08,20.87,23.41,33.54,20.4,25.96,16.05,76.69,0.0,96.53,0.48,0.77,0.1,0.67,1.63,2.87,0.24,2.62,3.54,6.65,0.36,6.29,0.77,0.75,0.78,21.54,24.51,35.38,116.34,131.43,15.3,0.46,2.38
20030317,4100608,-23.1312,-52.3189,8.53,24.56,21.1,22.77,29.49,20.96,24.44,16.3,83.12,0.55,96.45,0.8,1.58,0.37,1.21,2.54,4.4,1.52,2.88,4.82,6.81,3.87,2.95,0.77,0.74,0.77,22.27,24.77,35.2,119.31,132.33,15.7,0.47,2.48
20030318,4100608,-23.1312,-52.3189,10.54,23.12,19.07,21.01,28.73,18.19,22.97,14.4,80.06,2.17,96.45,0.98,1.58,0.41,1.16,2.99,4.35,1.59,2.76,5.38,7.03,3.33,3.7,0.77,0.74,0.77,24.78,25.12,35.03,131.8,133.89,17.13,0.48,2.51
20030319,4100608,-23.1312,-52.3189,10.35,24.02,20.46,22.18,29.78,19.43,23.9,15.69,82.94,0.42,96.46,0.74,1.34,0.36,0.98,2.38,3.64,1.56,2.08,4.55,5.69,3.53,2.16,0.76,0.73,0.77,21.17,24.76,34.86,113.59,132.62,14.86,0.42,2.12
20030320,4100608,-23.1312,-52.3189,8.05,24.33,21.55,23.03,29.02,20.97,24.51,16.78,84.69,16.15,96.45,0.53,1.05,0.34,0.7,1.67,2.84,0.74,2.09,3.21,5.39,1.2,4.19,0.8,0.74,0.77,21.05,24.26,34.68,114.37,131.59,15.15,0.44,2.25
20030321,4100608,-23.1312,-52.3189,11.86,23.12,18.92,21.0,28.88,17.02,23.07,14.34,80.0,1.58,96.36,0.73,1.22,0.27,0.95,2.34,3.44,1.15,2.29,4.6,6.59,3.18,3.41,0.78,0.76,0.77,18.89,25.19,34.49,100.98,132.92,13.61,0.41,2.14
20030322,4100608,-23.1312,-52.3189,11.61,21.01,17.3,19.09,27.4,15.8,20.9,12.82,82.06,0.01,96.51,0.7,1.4,0.38,1.02,2.3,3.87,1.62,2.25,4.52,5.88,3.09,2.78,0.77,0.74,0.77,19.54,24.75,34.31,103.83,130.42,13.77,0.38,1.96
20030323,4100608,-23.1312,-52.3189,12.01,21.57,17.52,19.49,28.25,16.24,21.45,13.0,80.31,0.0,96.63,0.73,1.38,0.43,0.95,2.42,3.78,1.77,2.02,4.77,5.7,2.89,2.8,0.76,0.73,0.76,24.94,24.95,34.12,131.1,131.48,16.96,0.49,2.57
20030324,4100608,-23.1312,-52.3189,10.81,22.06,18.73,20.34,27.62,16.8,21.96,14.04,82.94,2.41,96.77,0.91,1.58,0.46,1.12,2.95,4.38,1.72,2.67,5.53,6.73,4.25,2.48,0.76,0.73,0.76,23.34,24.51,33.94,123.88,130.27,16.12,0.47,2.48
20030325,4100608,-23.1312,-52.3189,8.88,22.0,19.1,20.52,27.0,18.12,21.94,14.34,85.0,0.16,96.82,0.67,1.41,0.31,1.09,2.22,3.89,1.39,2.5,4.31,5.94,2.53,3.41,0.75,0.73,0.75,21.18,24.03,33.75,113.44,127.98,14.93,0.45,2.33
20030326,4100608,-23.1312,-52.3189,8.12,22.06,19.32,20.67,26.82,18.69,22.02,14.59,85.56,0.15,96.63,0.71,1.3,0.33,0.98,2.33,3.64,1.41,2.23,4.63,5.95,2.71,3.23,0.75,0.72,0.75,17.01,23.44,33.56,92.81,126.21,12.52,0.38,1.95
20030327,4100608,-23.1312,-52.3189,11.43,23.08,19.57,21.24,29.44,18.01,22.91,14.77,83.19,0.0,96.66,0.56,1.09,0.37,0.73,1.87,2.99,1.39,1.6,3.76,4.8,1.87,2.92,0.74,0.72,0.74,20.88,23.53,33.37,111.78,125.73,14.53,0.41,2.12
20030328,4100608,-23.1312,-52.3189,11.02,22.99,19.07,20.98,29.3,18.28,22.89,14.28,81.19,0.0,96.8,0.63,1.18,0.38,0.81,2.08,3.25,1.58,1.68,4.09,5.55,2.82,2.73,0.73,0.71,0.73,23.08,23.77,33.18,122.91,126.94,15.92,0.44,2.28
20030329,4100608,-23.1312,-52.3189,11.88,21.92,17.65,19.76,28.76,16.88,21.86,13.12,79.44,0.0,96.68,0.7,1.34,0.38,0.95,2.36,3.67,1.74,1.94,4.6,6.04,2.87,3.17,0.73,0.7,0.73,23.62,24.35,32.98,123.8,128.72,16.14,0.47,-999.0
20030330,4100608,-23.1312,-52.3189,13.0,22.29,16.88,19.78,29.76,16.75,22.68,12.51,72.94,0.0,96.43,0.61,0.97,0.33,0.64,1.89,2.77,0.6,2.16,3.67,6.21,0.81,5.4,0.72,0.7,0.73,23.09,24.12,32.8,120.71,126.57,15.72,0.45,2.37
20030331,4100608,-23.1312,-52.3189,15.04,22.8,16.02,19.44,30.89,15.85,22.86,11.9,69.06,0.0,96.43,0.45,0.63,0.05,0.59,1.55,2.45,0.12,2.34,3.61,6.5,0.16,6.34,0.71,0.69,0.72,21.21,23.66,32.61,111.86,124.44,14.65,0.41,2.14
20030401,4100608,-23.1312,-52.3189,14.84,23.43,17.68,20.55,31.4,16.57,23.41,13.18,73.44,0.0,96.56,0.48,0.8,0.19,0.61,1.62,2.34,0.48,1.87,3.65,5.91,0.66,5.24,0.7,0.68,0.71,20.44,22.84,32.42,108.54,121.07,14.05,0.4,2.03
20030402,4100608,-23.1312,-52.3189,12.49,23.9,19.48,21.68,30.83,18.33,23.87,14.77,78.62,0.14,96.62,0.56,1.01,0.44,0.57,1.85,2.77,1.11,1.66,3.66,5.48,1.43,4.05,0.7,0.67,0.7,22.61,23.16,32.23,120.1,123.59,15.5,0.45,2.37
20030403,4100608,-23.1312,-52.3189,11.04,23.51,19.91,21.69,29.77,18.73,23.48,15.2,82.06,7.91,96.44,0.75,1.33,0.38,0.95,2.37,3.66,1.68,1.97,4.73,5.63,3.83,1.8,0.72,0.67,0.7,18.44,22.33,32.04,98.88,119.2,13.11,0.4,2.05
20030404,4100608,-23.1312,-52.3189,8.14,24.05,22.1,23.05,28.84,20.7,24.0,17.4,90.0,23.83,96.18,0.59,1.1,0.23,0.88,1.88,2.99,1.05,1.95,3.7,4.95,2.65,2.3,0.81,0.7,0.72,6.76,20.67,31.85,39.02,110.76,5.48,0.16,0.84
20030405,4100608,-23.1312,-52.3189,6.2,23.04,20.98,22.01,26.42,20.23,23.04,16.17,88.81,1.45,96.29,0.58,1.02,0.24,0.77,1.82,2.78,1.04,1.75,3.6,5.09,2.05,3.03,0.75,0.72,0.73,12.61,21.82,31.66,68.81,116.04,9.41,0.27,1.41
20030406,4100608,-23.1312,-52.3189,10.32,20.91,16.69,18.76,26.65,16.33,20.83,12.39,78.81,0.0,96.41,0.61,0.98,0.39,0.59,2.01,2.61,1.61,1.01,4.01,6.51,2.57,3.93,0.73,0.7,0.72,16.51,23.29,31.47,86.89,120.49,11.7,0.34,1.74
20030407,4100608,-23.1312,-52.3189,14.49,20.1,15.69,17.98,27.8,13.3,20.26,11.66,77.5,0.05,96.31,0.5,0.99,0.11,0.88,1.55,2.67,0.3,2.36,2.92,5.02,0.45,4.58,0.73,0.7,0.72,22.31,23.29,31.27,114.63,120.11,14.77,0.41,2.17
20030408,4100608,-23.1312,-52.3189,11.79,21.34,17.63,19.4,27.68,15.89,21.18,13.18,82.0,0.02,96.32,0.43,0.81,0.16,0.65,1.46,2.36,0.4,1.95,3.05,5.26,0.39,4.87,0.72,0.69,0.71,18.76,22.34,31.08,97.64,116.27,12.86,0.36,1.86
20030409,4100608,-23.1312,-52.3189,10.66,22.12,18.76,20.61,28.28,17.62,22.46,14.1,81.0,5.65,96.43,0.6,1.22,0.13,1.09,1.84,3.3,0.2,3.11,3.36,4.94,0.2,4.73,0.73,0.69,0.71,15.76,21.42,30.89,83.77,113.06,11.13,0.31,1.62
20030410,4100608,-23.1312,-52.3189,6.78,22.0,20.07,21.05,25.69,18.9,22.03,15.32,89.19,3.53,96.49,0.48,0.79,0.12,0.67,1.48,2.3,0.24,2.07,2.84,4.53,0.25,4.28,0.74,0.7,0.71,7.5,19.95,30.69,42.47,105.66,5.95,0.16,0.86
20030411,4100608,-23.1312,-52.3189,12.27,18.81,13.87,16.31,24.45,12.18,18.76,10.31,76.0,0.01,96.71,0.86,1.41,0.48,0.94,2.77,3.91,2.09,1.82,5.11,6.3,3.95,2.35,0.72,0.69,0.71,21.17,23.23,30.5,108.05,118.56,14.01,0.39,2.02
20030412,4100608,-23.1312,-52.3189,13.46,14.27,8.67,11.43,21.83,8.37,14.19,7.26,73.31,0.0,97.06,0.73,1.25,0.41,0.83,2.48,3.4,1.88,1.52,5.06,6.56,3.65,2.91,0.71,0.68,0.7,21.91,23.15,30.31,110.54,117.45,14.09,0.37,-999.0
20030413,4100608,-23.1312,-52.3189,14.92,15.28,10.19,12.8,23.78,8.86,15.42,8.06,74.25,0.0,97.2,0.79,1.54,0.45,1.09,2.56,4.24,1.59,2.65,4.97,6.74,3.22,3.52,0.7,0.67,0.7,23.14,23.04,30.13,117.36,117.55,14.92,0.38,1.96
20030414,4100608,-23.1312,-52.3189,14.11,18.76,16.02,17.4,26.07,11.96,18.76,11.9,85.12,0.0,97.07,0.76,1.45,0.41,1.03,2.48,3.95,1.24,2.7,4.55,6.15,2.74,3.41,0.7,0.67,0.7,20.67,21.85,29.94,107.59,114.28,13.68,0.34,-999.0
20030415,4100608,-23.1312,-52.3189,11.66,21.8,18.06,20.08,28.8,17.13,22.1,13.43,79.94,0.0,96.78,0.61,1.12,0.29,0.84,1.88,3.12,0.74,2.38,3.45,5.49,0.97,4.52,0.7,0.66,0.69,21.39,21.68,29.75,111.22,113.21,14.18,0.37,1.88
20030416,4100608,-23.1312,-52.3189,11.77,22.02,18.27,20.13,28.79,17.01,22.0,13.61,81.56,0.0,96.59,0.54,0.9,0.39,0.52,1.84,2.41,1.02,1.38,3.76,5.68,1.51,4.17,0.69,0.66,0.69,21.21,21.69,29.56,109.59,112.55,13.95,0.35,1.8
20030417,4100608,-23.1312,-52.3189,11.35,21.85,17.76,19.77,28.42,17.06,21.8,13.18,80.19,0.0,96.53,0.72,1.09,0.42,0.67,2.41,2.94,1.95,0.98,4.94,6.35,3.38,2.97,0.68,0.66,0.68,21.43,21.53,29.38,111.57,112.62,14.19,0.37,1.86
20030418,4100608,-23.1312,-52.3189,6.76,21.96,20.49,21.24,25.35,18.58,21.99,15.87,91.25,31.32,96.24,0.82,1.45,0.47,0.98,2.74,4.0,2.02,1.98,5.19,6.06,4.39,1.67,0.78,0.67,0.69,9.88,19.61,29.19,55.01,106.18,7.67,0.22,1.14
20030419,4100608,-23.1312,-52.3189,8.84,19.03,18.21,18.62,23.29,14.44,19.05,13.92,94.94,51.48,96.48,0.84,1.59,0.42,1.16,2.68,4.68,1.38,3.3,4.72,6.98,2.84,4.14,0.89,0.75,0.73,3.41,19.3,29.0,20.33,104.3,3.09,0.09,0.51
20030420,4100608,-23.1312,-52.3189,11.38,16.32,12.71,14.67,23.12,11.75,16.64,9.52,79.81,0.12,96.67,0.66,1.08,0.3,0.79,1.95,2.94,1.08,1.86,3.4,4.82,2.17,2.65,0.79,0.77,0.76,19.88,21.18,28.82,102.13,108.89,13.07,0.37,1.94
20030421,4100608,-23.1312,-52.3189,15.12,20.59,18.03,19.28,27.86,12.73,20.54,13.61,86.81,0.0,96.66,0.62,1.11,0.36,0.75,2.18,3.03,1.41,1.62,4.46,5.77,3.07,2.7,0.77,0.74,0.75,15.82,20.16,28.63,84.56,107.39,11.16,0.3,1.62
20030422,4100608,-23.1312,-52.3189,10.96,23.41,20.4,21.9,29.84,18.88,23.4,15.56,84.88,0.0,96.83,0.7,1.27,0.4,0.88,2.38,3.52,1.62,1.89,4.78,5.98,3.45,2.53,0.76,0.73,0.75,19.92,20.15,28.45,106.54,108.34,13.52,0.36,1.85
20030423,4100608,-23.1312,-52.3189,9.77,23.47,20.62,22.05,29.29,19.52,23.47,15.75,85.56,0.06,96.89,0.68,1.24,0.38,0.87,2.32,3.42,1.64,1.78,4.58,5.29,3.63,1.66,0.75,0.72,0.74,19.56,19.89,28.27,104.36,106.71,13.24,0.36,1.85
20030424,4100608,-23.1312,-52.3189,10.29,23.29,20.44,21.86,29.22,18.93,23.28,15.62,85.62,0.03,96.77,0.69,1.23,0.38,0.85,2.32,3.4,1.57,1.83,4.73,5.41,3.72,1.69,0.74,0.71,0.73,19.91,19.88,28.09,106.01,106.42,13.4,0.34,1.74
20030425,4100608,-23.1312,-52.3189,10.7,23.26,19.77,21.57,29.69,18.99,23.36,14.95,82.25,0.0,96.66,0.62,1.06,0.38,0.69,2.05,2.88,1.38,1.5,4.02,5.3,2.47,2.83,0.73,0.71,0.73,18.46,19.78,27.91,98.69,106.08,12.64,0.32,1.65
20030426,4100608,-23.1312,-52.3189,11.58,23.34,19.88,21.68,29.85,18.27,23.48,15.08,82.06,0.0,96.69,0.64,1.07,0.39,0.69,2.09,2.91,1.38,1.53,4.23,5.6,2.81,2.8,0.73,0.7,0.73,18.35,19.56,27.73,97.64,104.59,12.45,0.31,1.62
20030427,4100608,-23.1312,-52.3189,10.46,23.88,20.76,22.49,30.15,19.69,24.23,15.93,82.56,2.45,96.69,0.62,0.98,0.34,0.64,1.83,2.67,1.31,1.35,3.42,5.6,1.93,3.68,0.73,0.7,0.72,17.36,19.33,27.55,92.59,103.14,11.86,0.3,1.59
20030428,4100608,-23.1312,-52.3189,6.35,22.55,20.98,21.9,26.45,20.11,22.83,16.17,89.69,0.35,96.55,0.49,0.84,0.18,0.66,1.55,2.3,0.43,1.88,3.04,4.95,0.72,4.23,0.73,0.7,0.72,15.09,18.93,27.37,81.35,101.42,10.67,0.28,1.51
20030429,4100608,-23.1312,-52.3189,9.66,24.07,20.94,22.51,29.9,20.24,24.09,16.11,84.19,0.0,96.52,0.63,1.1,0.35,0.76,2.13,3.02,1.6,1.42,4.43,5.68,3.35,2.33,0.72,0.7,0.72,18.06,19.06,27.19,96.4,102.45,12.23,0.31,1.61
20030430,4100608,-23.1312,-52.3189,12.09,23.9,20.04,22.02,30.91,18.82,24.01,15.26,80.75,0.0,96.59,0.55,0.9,0.34,0.55,1.85,2.43,1.36,1.07,3.66,5.4,1.77,3.64,0.71,0.69,0.71,14.58,18.89,27.01,77.6,100.67,10.08,0.26,1.35
20030501,4100608,-23.1312,-52.3189,11.29,23.2,19.67,21.6,29.83,18.54,23.53,14.95,80.44,7.13,96.59,0.62,0.87,0.39,0.48,1.84,2.3,1.4,0.9,3.42,5.05,2.38,2.67,0.73,0.69,0.71,8.84,17.79,26.84,47.78,94.04,6.39,0.17,0.91
20030502,4100608,-23.1312,-52.3189,12.11,21.45,18.52,20.01,26.91,14.8,21.51,13.98,84.25,0.55,96.48,0.79,1.65,0.31,1.34,2.59,4.73,1.31,3.42,4.99,7.51,3.23,4.29,0.73,0.69,0.71,10.97,18.32,26.68,59.15,96.8,8.02,0.22,1.16
20030503,4100608,-23.1312,-52.3189,12.09,16.39,12.13,14.23,23.47,11.38,16.33,9.16,78.25,0.05,96.7,0.64,1.12,0.41,0.7,2.19,3.03,1.52,1.51,4.2,5.85,2.23,3.62,0.71,0.68,0.7,20.03,19.99,26.52,100.23,100.73,12.56,0.3,1.48
20030504,4100608,-23.1312,-52.3189,11.54,16.87,13.1,15.04,22.95,11.41,16.98,9.77,79.75,0.05,96.69,0.68,1.33,0.24,1.09,2.12,3.63,0.48,3.16,3.84,5.66,0.69,4.98,0.71,0.68,0.7,17.07,18.88,26.36,88.39,97.69,11.36,0.29,1.5
20030505,4100608,-23.1312,-52.3189,8.17,18.66,15.78,17.19,23.42,15.25,18.59,11.66,84.94,9.08,96.66,0.48,0.77,0.14,0.62,1.58,2.13,0.28,1.85,3.21,5.17,0.6,4.57,0.75,0.69,0.7,6.3,17.66,26.2,34.75,92.33,4.94,0.12,0.66
20030506,4100608,-23.1312,-52.3189,11.56,16.41,12.29,14.32,22.49,10.93,16.35,9.28,78.62,0.0,96.71,0.84,1.58,0.41,1.17,2.86,4.43,1.89,2.54,5.38,6.91,3.83,3.09,0.72,0.69,0.7,18.92,19.48,26.04,94.86,98.38,11.88,0.27,1.38
20030507,4100608,-23.1312,-52.3189,11.8,12.2,8.06,10.1,19.15,7.36,12.13,6.96,78.81,0.0,96.88,0.7,1.16,0.39,0.77,2.38,3.12,1.77,1.36,4.9,6.27,3.91,2.37,0.71,0.68,0.7,19.26,19.62,25.89,95.89,98.5,12.09,0.29,-999.0
20030508,4100608,-23.1312,-52.3189,15.42,11.44,6.91,9.19,20.01,4.59,11.47,6.41,77.06,0.0,97.0,0.56,0.84,0.39,0.45,1.98,2.58,1.66,0.91,4.04,5.71,2.34,3.36,0.7,0.67,0.7,20.08,19.97,25.73,98.55,98.84,12.3,0.28,1.41
20030509,4100608,-23.1312,-52.3189,15.91,13.95,9.99,12.03,22.99,7.08,14.07,8.0,79.12,0.0,97.03,0.68,1.02,0.43,0.59,2.31,2.9,1.76,1.15,4.6,7.0,2.84,4.16,0.7,0.67,0.7,19.19,19.21,25.58,96.45,97.38,12.03,0.28,1.41
20030510,4100608,-23.1312,-52.3189,12.13,15.19,12.42,13.81,22.24,10.11,15.2,9.34,84.88,0.0,97.09,0.82,1.57,0.45,1.12,2.86,4.27,1.79,2.49,5.61,6.5,4.73,1.77,0.7,0.66,0.69,18.13,18.72,25.43,92.3,96.04,11.62,0.27,1.38
20030511,4100608,-23.1312,-52.3189,10.15,16.76,14.49,15.62,22.81,12.65,16.76,10.62,87.69,0.02,97.16,0.76,1.45,0.44,1.01,2.64,3.95,1.6,2.35,5.1,6.38,3.91,2.47,0.7,0.66,0.69,15.43,18.14,25.29,79.88,94.41,10.28,0.26,1.32
20030512,4100608,-23.1312,-52.3189,12.14,18.02,15.15,16.58,25.15,13.01,18.02,11.11,84.5,0.12,97.15,0.7,1.23,0.42,0.8,2.45,3.34,1.62,1.73,4.98,6.11,3.88,2.23,0.69,0.66,0.68,18.11,18.17,25.14,93.37,94.55,11.63,0.27,1.32
20030513,4100608,-23.1312,-52.3189,11.74,17.9,14.69,16.3,24.73,12.98,17.9,10.8,83.31,0.0,97.04,0.72,1.23,0.44,0.8,2.5,3.34,1.75,1.59,5.12,6.23,4.14,2.09,0.68,0.66,0.68,16.82,17.83,25.0,86.66,92.58,10.89,0.24,1.22
20030514,4100608,-23.1312,-52.3189,12.32,18.56,15.54,17.04,25.61,13.3,18.55,11.41,84.19,0.0,96.89,0.82,1.42,0.47,0.95,2.85,3.88,2.1,1.79,5.51,6.42,4.95,1.47,0.68,0.65,0.67,17.07,17.63,24.86,88.16,91.85,11.01,0.24,1.23
20030515,4100608,-23.1312,-52.3189,11.87,19.27,16.38,17.85,26.24,14.37,19.32,12.08,84.56,0.0,96.88,0.79,1.5,0.42,1.08,2.69,4.12,1.57,2.55,5.29,6.3,4.2,2.11,0.67,0.65,0.67,17.59,17.69,24.72,90.96,92.38,11.31,0.25,1.25
20030516,4100608,-23.1312,-52.3189,11.48,20.64,17.82,19.23,27.22,15.74,20.64,13.24,85.25,0.0,96.84,0.68,1.16,0.35,0.8,2.38,3.12,1.48,1.63,4.72,5.94,3.52,2.41,0.66,0.64,0.66,17.3,17.34,24.59,89.88,91.04,11.14,0.24,1.21
20030517,4100608,-23.1312,-52.3189,10.83,21.14,18.23,19.73,27.39,16.56,21.23,13.55,84.38,0.0,96.73,0.64,1.09,0.35,0.74,2.09,2.93,1.37,1.55,3.98,5.02,2.73,2.29,0.66,0.64,0.66,15.16,16.97,24.46,79.3,89.32,10.06,0.23,1.19
20030518,4100608,-23.1312,-52.3189,10.65,20.41,17.14,18.86,27.18,16.53,20.58,12.63,82.75,0.0,96.87,0.65,1.06,0.4,0.66,2.12,2.82,1.56,1.26,4.13,5.41,3.22,2.19,0.66,0.63,0.66,15.44,17.0,24.33,80.17,88.74,10.12,0.23,1.18
20030519,4100608,-23.1312,-52.3189,11.15,19.59,16.02,17.79,26.02,14.87,19.55,11.78,82.0,0.0,96.94,0.68,1.23,0.38,0.84,2.3,3.36,1.7,1.66,4.83,5.72,3.34,2.38,0.66,0.63,0.66,15.15,16.79,24.21,78.2,86.93,9.78,0.22,1.15
20030520,4100608,-23.1312,-52.3189,9.31,19.5,16.69,18.16,24.27,14.96,19.64,12.33,83.88,0.0,96.76,0.55,0.73,0.34,0.39,1.74,2.14,1.27,0.88,3.46,5.71,2.16,3.54,0.66,0.62,0.66,11.61,16.55,24.09,61.18,86.18,8.08,0.19,0.98
20030521,4100608,-23.1312,-52.3189,11.16,21.15,17.57,19.34,27.52,16.36,21.11,13.06,82.25,0.05,96.46,0.76,1.36,0.41,0.95,2.59,3.69,2.0,1.7,5.04,6.15,3.59,2.55,0.65,0.62,0.65,16.11,16.62,23.97,84.26,87.79,10.49,0.23,1.16
20030522,4100608,-23.1312,-52.3189,11.07,21.88,18.87,20.36,28.29,17.22,21.86,14.22,84.69,0.42,96.27,0.84,1.61,0.44,1.17,2.88,4.42,2.05,2.38,5.48,6.82,4.32,2.5,0.65,0.62,0.65,12.46,16.07,23.85,65.77,85.06,8.45,0.19,0.98
20030523,4100608,-23.1312,-52.3189,9.66,19.14,16.95,18.1,22.96,13.3,19.25,12.7,87.31,19.6,96.19,0.83,1.45,0.46,0.98,2.81,4.03,1.5,2.53,5.51,7.05,2.48,4.57,0.75,0.65,0.66,6.12,15.78,23.74,33.37,83.85,4.52,0.1,0.52
20030524,4100608,-23.1312,-52.3189,11.02,14.03,9.64,11.9,20.62,9.6,14.15,7.81,77.56,0.0,96.49,0.7,1.27,0.32,0.95,2.34,3.47,1.48,1.98,4.45,6.05,3.07,2.98,0.68,0.65,0.66,17.06,17.82,23.63,85.02,89.39,10.63,0.22,1.08
20030525,4100608,-23.1312,-52.3189,14.31,13.02,9.12,11.48,21.48,7.17,13.83,7.51,75.56,0.0,96.59,0.8,1.17,0.38,0.8,2.12,3.21,0.98,2.23,3.59,4.91,1.66,3.25,0.67,0.64,0.66,17.52,17.46,23.52,87.91,88.52,10.82,0.22,1.09
20030526,4100608,-23.1312,-52.3189,15.38,13.85,9.43,12.12,22.77,7.39,14.8,7.63,73.25,0.0,96.78,0.52,1.02,0.13,0.9,1.47,2.4,0.19,2.21,2.73,5.34,0.23,5.11,0.67,0.64,0.66,17.48,17.44,23.41,87.33,88.04,10.75,0.22,1.07
20030527,4100608,-23.1312,-52.3189,15.07,14.3,8.46,11.59,23.14,8.07,14.73,7.14,69.31,0.0,97.03,0.63,1.05,0.36,0.69,1.98,2.61,0.86,1.74,3.91,5.77,1.23,4.53,0.66,0.63,0.65,13.17,16.75,23.31,67.03,84.53,8.66,0.19,0.96
20030528,4100608,-23.1312,-52.3189,14.64,14.72,8.58,11.9,23.82,9.18,15.23,7.2,68.25,0.0,97.07,0.53,0.98,0.23,0.77,1.75,2.48,0.55,1.93,3.73,6.49,0.8,5.7,0.66,0.62,0.65,17.04,17.16,23.21,85.22,86.77,10.43,0.2,-999.0
