data,codigo_ibge,latitude,longitude,T2M_RANGE,TS,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,PS,WS2M,WS2M_MAX,WS2M_MIN,WS2M_RANGE,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,GWETTOP,GWETROOT,GWETPROF,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,TOA_SW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
20030529,4100608,-23.1312,-52.3189,15.08,14.19,9.29,12.05,23.39,8.31,14.83,7.57,72.38,0.05,97.02,0.7,1.09,0.41,0.69,2.13,2.59,1.15,1.44,4.09,6.46,1.94,4.52,0.65,0.62,0.64,16.42,16.99,23.12,82.52,86.34,10.19,0.22,-999.0
20030530,4100608,-23.1312,-52.3189,15.98,14.87,11.31,13.41,24.33,8.35,15.51,8.79,78.0,0.02,96.98,0.75,1.01,0.51,0.49,2.19,2.52,1.57,0.95,4.12,6.45,2.63,3.81,0.65,0.62,0.64,15.8,16.52,23.03,79.33,83.88,9.66,0.2,-999.0
20030531,4100608,-23.1312,-52.3189,14.16,17.32,14.15,16.37,26.1,11.94,18.59,10.44,76.38,0.0,96.94,0.57,1.05,0.18,0.88,1.57,2.38,0.23,2.14,2.85,5.34,0.29,5.05,0.64,0.62,0.64,16.13,15.99,22.95,82.21,82.47,10.05,0.2,1.01
20030601,4100608,-23.1312,-52.3189,14.52,18.44,15.4,17.13,27.06,12.55,18.86,11.41,82.25,0.0,96.78,0.71,0.98,0.41,0.57,2.2,2.49,1.5,0.99,4.19,6.42,2.05,4.38,0.64,0.62,0.63,15.22,15.86,22.86,77.7,81.84,9.54,0.2,0.97
20030602,4100608,-23.1312,-52.3189,11.77,20.37,17.31,18.82,26.92,15.15,20.33,12.88,84.19,0.03,96.53,0.73,1.36,0.41,0.95,2.61,3.68,1.62,2.06,5.16,6.16,3.66,2.49,0.63,0.61,0.63,16.03,15.92,22.78,82.65,83.08,10.1,0.2,1.02
20030603,4100608,-23.1312,-52.3189,9.72,21.42,19.11,20.27,27.73,18.0,21.44,14.4,87.69,17.79,96.34,1.0,1.95,0.48,1.47,3.27,5.45,1.96,3.48,5.94,8.55,4.09,4.46,0.7,0.62,0.63,2.17,13.78,22.71,12.14,71.29,1.74,0.04,0.2
20030604,4100608,-23.1312,-52.3189,5.94,15.98,14.47,15.17,19.73,13.8,15.87,10.68,91.75,21.1,96.71,0.71,1.23,0.25,0.97,2.15,3.73,1.03,2.7,3.61,6.05,1.48,4.57,0.78,0.66,0.66,5.0,13.75,22.63,27.83,72.21,3.95,0.09,0.48
20030605,4100608,-23.1312,-52.3189,9.23,18.23,16.76,17.55,23.58,14.35,18.33,12.39,91.12,7.95,96.72,0.45,0.77,0.2,0.57,1.32,2.01,0.66,1.35,2.59,4.99,0.94,4.05,0.75,0.68,0.67,5.68,14.0,22.57,31.9,74.17,4.42,0.11,0.59
20030606,4100608,-23.1312,-52.3189,10.92,20.76,18.8,20.01,27.3,16.38,21.21,14.1,86.75,0.19,96.72,0.62,0.85,0.38,0.48,1.78,2.24,1.27,0.98,3.27,4.38,1.85,2.53,0.71,0.67,0.67,11.65,14.38,22.5,61.24,75.64,7.69,0.16,0.83
20030607,4100608,-23.1312,-52.3189,11.3,21.65,19.46,20.96,28.56,17.26,22.46,14.71,84.31,0.16,96.74,0.68,0.8,0.36,0.45,1.63,2.08,1.11,0.97,2.61,3.66,1.62,2.04,0.7,0.66,0.67,13.04,14.71,22.44,68.75,78.27,8.54,0.19,0.95
20030608,4100608,-23.1312,-52.3189,9.21,21.57,19.12,20.46,27.51,18.3,21.8,14.34,85.94,0.14,96.76,0.47,0.71,0.16,0.55,1.34,1.86,0.36,1.5,2.54,4.01,0.29,3.72,0.69,0.66,0.67,10.97,14.42,22.38,58.08,76.43,7.41,0.16,0.87
20030609,4100608,-23.1312,-52.3189,8.72,20.75,18.23,19.5,26.38,17.67,20.77,13.55,86.56,0.0,96.83,0.73,1.23,0.36,0.86,2.38,3.35,1.22,2.13,4.59,5.77,1.91,3.84,0.69,0.65,0.66,13.71,14.65,22.32,71.73,77.48,8.8,0.19,0.95
20030610,4100608,-23.1312,-52.3189,10.16,20.67,17.99,19.36,27.05,16.89,20.73,13.37,85.88,0.0,96.7,0.72,1.22,0.43,0.79,2.53,3.34,1.89,1.45,5.0,6.22,4.21,2.0,0.68,0.65,0.66,15.29,15.17,22.27,79.18,79.57,9.62,0.2,1.01
20030611,4100608,-23.1312,-52.3189,11.92,20.13,17.42,18.94,27.15,15.23,20.44,12.88,83.81,0.0,96.66,0.66,1.23,0.34,0.89,2.07,3.34,1.38,1.96,3.97,5.02,2.07,2.95,0.67,0.64,0.66,13.43,15.02,22.23,69.73,78.71,8.7,0.19,0.94
20030612,4100608,-23.1312,-52.3189,11.83,20.17,17.7,19.18,27.33,15.5,20.65,13.18,84.38,0.0,96.57,0.71,1.05,0.38,0.66,2.09,2.78,1.49,1.3,3.81,5.27,2.38,2.9,0.66,0.63,0.66,14.5,14.91,22.2,75.16,78.2,9.17,0.2,0.95
20030613,4100608,-23.1312,-52.3189,12.58,19.85,16.08,18.48,27.47,14.89,20.88,11.84,76.06,0.0,96.65,0.59,0.88,0.4,0.48,1.57,2.03,0.88,1.16,2.99,5.59,1.19,4.41,0.66,0.63,0.65,14.33,15.33,22.17,74.23,80.2,9.16,0.19,0.96
20030614,4100608,-23.1312,-52.3189,12.73,19.18,15.53,17.67,27.06,14.33,19.8,11.47,78.56,0.0,96.71,0.68,0.91,0.47,0.44,2.02,2.34,1.12,1.23,3.77,6.31,1.55,4.75,0.66,0.62,0.65,14.9,15.33,22.14,76.57,79.8,9.35,0.19,0.95
20030615,4100608,-23.1312,-52.3189,11.12,19.51,16.25,17.98,26.59,15.47,19.71,11.96,82.25,0.0,96.74,0.73,1.07,0.46,0.61,2.34,2.93,1.68,1.25,4.36,6.41,3.09,3.33,0.65,0.62,0.65,14.71,15.04,22.11,75.55,78.15,9.18,0.18,0.91
20030616,4100608,-23.1312,-52.3189,11.83,19.69,15.98,17.87,27.4,15.57,19.76,11.78,81.56,0.05,96.74,0.62,1.02,0.43,0.59,2.18,2.73,1.8,0.93,4.51,6.22,2.81,3.41,0.65,0.62,0.64,10.35,15.01,22.09,53.73,77.97,7.02,0.15,0.76
20030617,4100608,-23.1312,-52.3189,13.12,19.28,15.37,17.38,27.2,14.08,19.39,11.35,80.44,0.0,96.68,0.6,0.91,0.44,0.48,2.09,2.5,1.61,0.89,4.34,5.62,2.7,2.91,0.64,0.62,0.64,13.91,14.77,22.07,71.16,76.41,8.69,0.17,0.84
20030618,4100608,-23.1312,-52.3189,11.71,18.68,14.22,16.8,26.51,14.8,19.39,10.5,74.12,0.0,96.74,0.75,1.04,0.45,0.59,2.09,2.77,1.66,1.11,3.97,5.77,2.42,3.35,0.63,0.62,0.63,14.89,14.98,22.05,76.0,77.42,9.2,0.19,0.93
20030619,4100608,-23.1312,-52.3189,10.64,17.88,14.38,16.73,25.52,14.87,19.08,10.62,75.81,0.0,96.87,0.55,1.02,0.22,0.8,1.45,2.41,0.3,2.11,2.75,5.25,0.37,4.88,0.63,0.61,0.63,13.44,14.76,22.03,68.75,76.16,8.52,0.17,0.88
20030620,4100608,-23.1312,-52.3189,13.17,17.32,12.52,15.4,25.3,12.12,18.29,9.4,72.0,0.0,96.8,0.51,1.05,0.12,0.93,1.42,2.49,0.31,2.18,2.75,5.19,0.43,4.77,0.63,0.61,0.63,16.16,16.0,22.02,80.6,80.84,9.81,0.2,0.96
20030621,4100608,-23.1312,-52.3189,14.02,17.42,12.48,15.69,26.57,12.55,18.9,9.4,68.12,0.09,96.83,0.71,0.99,0.15,0.84,1.62,2.34,0.46,1.88,2.64,4.77,0.59,4.18,0.62,0.61,0.62,15.45,15.51,22.01,78.28,79.59,9.52,0.19,0.95
20030622,4100608,-23.1312,-52.3189,13.96,17.63,13.23,15.62,26.33,12.37,18.01,9.83,77.06,0.0,96.73,0.62,0.91,0.47,0.45,1.91,2.3,1.19,1.11,3.46,5.16,1.51,3.65,0.62,0.6,0.62,15.03,15.16,22.01,76.21,77.81,9.24,0.17,0.86
20030623,4100608,-23.1312,-52.3189,13.75,16.58,12.0,14.78,25.0,11.26,17.56,9.09,73.06,0.0,96.78,0.75,1.09,0.44,0.66,2.07,2.86,1.29,1.57,3.92,6.09,1.87,4.21,0.62,0.6,0.62,15.99,15.78,22.02,80.49,80.51,9.74,0.19,0.91
20030624,4100608,-23.1312,-52.3189,15.88,16.57,10.33,14.19,26.39,10.51,18.05,8.12,65.0,0.0,97.01,0.59,1.03,0.28,0.76,1.59,2.52,0.59,1.93,2.8,5.28,0.76,4.52,0.62,0.6,0.62,15.74,15.8,22.02,78.74,80.07,9.5,0.18,-999.0
20030625,4100608,-23.1312,-52.3189,14.95,15.97,10.65,13.93,25.35,10.4,17.21,8.3,67.94,0.0,97.05,0.76,1.06,0.54,0.53,2.05,2.59,1.25,1.34,3.91,6.55,1.73,4.81,0.61,0.59,0.62,16.1,15.91,22.03,80.22,80.26,9.7,0.19,0.91
20030626,4100608,-23.1312,-52.3189,16.45,15.98,10.11,13.93,26.33,9.89,17.74,8.0,64.69,0.0,96.88,0.73,1.15,0.15,1.0,1.73,2.67,0.37,2.3,2.76,4.68,0.51,4.17,0.61,0.59,0.61,15.55,15.62,22.05,77.4,78.73,9.35,0.18,-999.0
20030627,4100608,-23.1312,-52.3189,15.89,16.51,11.34,14.39,26.43,10.55,17.44,8.73,69.88,0.0,96.8,0.76,0.99,0.51,0.48,2.05,2.61,1.41,1.2,3.73,6.7,2.18,4.52,0.61,0.59,0.61,15.81,15.62,22.06,78.39,78.41,9.47,0.19,0.92
20030628,4100608,-23.1312,-52.3189,15.19,18.39,13.11,16.1,27.53,12.34,19.09,9.77,71.94,0.0,96.87,0.52,0.92,0.06,0.86,1.53,2.27,0.1,2.16,2.86,4.88,0.25,4.63,0.6,0.59,0.61,13.58,14.79,22.08,69.09,75.82,8.46,0.16,0.82
20030629,4100608,-23.1312,-52.3189,14.5,18.53,12.73,15.78,27.46,12.95,18.84,9.52,72.44,0.0,96.96,0.56,0.88,0.38,0.49,1.8,2.31,0.88,1.43,3.89,6.23,1.35,4.89,0.6,0.59,0.6,15.62,15.54,22.11,79.2,79.73,9.6,0.19,0.92
20030630,4100608,-23.1312,-52.3189,11.89,16.66,11.81,14.23,24.18,12.29,16.65,8.97,76.06,0.0,97.14,0.88,1.6,0.45,1.15,2.91,4.31,1.91,2.4,5.73,6.91,4.56,2.34,0.59,0.59,0.6,15.79,15.69,22.14,80.43,80.9,9.78,0.19,0.95
20030701,4100608,-23.1312,-52.3189,14.93,16.13,11.92,14.56,25.27,10.35,17.21,9.03,73.69,0.0,97.12,0.8,1.3,0.34,0.95,2.26,3.42,0.49,2.93,3.95,5.97,0.67,5.3,0.59,0.58,0.6,15.82,15.67,22.17,79.4,79.61,9.58,0.19,0.91
20030702,4100608,-23.1312,-52.3189,15.55,16.69,11.26,14.55,26.15,10.6,17.83,8.61,68.94,0.0,97.02,0.61,1.02,0.23,0.79,1.62,2.45,0.47,1.98,2.81,5.16,0.63,4.52,0.59,0.58,0.6,15.87,15.69,22.21,79.31,79.37,9.58,0.2,0.96
20030703,4100608,-23.1312,-52.3189,14.17,16.08,10.58,13.58,24.96,10.79,16.57,8.24,70.94,0.0,96.94,0.74,1.03,0.51,0.52,2.19,2.52,1.36,1.16,4.09,6.2,2.31,3.9,0.59,0.58,0.59,16.05,15.87,22.25,79.59,79.62,9.61,0.2,1.0
20030704,4100608,-23.1312,-52.3189,13.47,16.01,10.32,13.19,23.94,10.47,16.06,8.12,72.25,0.0,96.72,0.77,1.28,0.49,0.8,2.45,3.25,1.76,1.48,4.86,6.77,2.91,3.86,0.59,0.58,0.59,15.93,15.8,22.29,78.86,79.13,9.51,0.19,0.94
20030705,4100608,-23.1312,-52.3189,13.62,17.21,11.88,14.55,25.13,11.51,17.2,9.09,73.19,0.0,96.36,0.76,1.34,0.44,0.91,2.45,3.43,1.81,1.61,5.15,6.77,2.66,4.11,0.58,0.57,0.59,12.58,15.07,22.34,64.26,76.98,8.05,0.17,0.88
20030706,4100608,-23.1312,-52.3189,7.36,17.07,15.05,16.07,22.0,14.65,17.09,11.17,88.12,9.12,96.32,0.66,1.2,0.34,0.87,2.1,3.12,1.32,1.8,4.05,5.65,3.03,2.62,0.63,0.58,0.59,10.1,13.87,22.39,51.88,71.1,6.52,0.14,0.7
20030707,4100608,-23.1312,-52.3189,9.05,19.37,17.86,18.62,24.67,15.62,19.37,13.37,91.5,25.56,96.31,0.71,1.3,0.33,0.98,2.27,3.35,1.42,1.93,4.7,6.27,3.52,2.74,0.74,0.61,0.61,2.29,12.85,22.46,12.77,64.55,1.78,0.03,0.18
20030708,4100608,-23.1312,-52.3189,10.64,19.8,15.71,17.8,26.62,15.98,19.88,11.66,79.56,0.0,96.33,0.87,1.66,0.38,1.29,2.77,4.38,1.59,2.79,5.64,6.96,4.22,2.74,0.66,0.63,0.62,14.3,14.7,22.52,72.8,75.52,8.8,0.17,0.85
20030709,4100608,-23.1312,-52.3189,6.05,16.65,14.94,15.82,19.87,13.81,16.69,11.05,89.75,6.48,96.39,0.52,0.97,0.11,0.86,1.79,3.02,0.19,2.83,3.62,6.19,0.37,5.82,0.69,0.62,0.62,3.25,12.75,22.59,17.88,63.8,2.43,0.05,0.25
20030710,4100608,-23.1312,-52.3189,9.05,16.9,15.23,16.05,21.57,12.52,16.88,11.23,90.69,1.33,96.67,0.62,1.23,0.25,0.98,1.91,3.2,1.04,2.16,3.56,4.82,1.55,3.27,0.66,0.62,0.62,4.97,14.14,22.66,27.06,73.04,3.81,0.08,0.41
20030711,4100608,-23.1312,-52.3189,13.73,12.88,7.44,10.11,20.4,6.68,12.77,6.71,73.75,0.0,97.26,0.83,1.24,0.53,0.71,2.54,3.15,2.12,1.02,4.77,7.03,3.8,3.23,0.65,0.62,0.62,15.77,17.25,22.73,77.2,85.05,9.59,0.18,0.91
20030712,4100608,-23.1312,-52.3189,14.65,11.08,6.02,8.5,19.79,5.14,10.98,6.04,74.5,0.0,97.52,0.65,1.37,0.38,0.98,2.16,3.52,0.91,2.6,4.44,6.56,1.17,5.39,0.64,0.62,0.62,16.95,16.76,22.8,83.88,84.02,10.23,0.2,0.96
20030713,4100608,-23.1312,-52.3189,13.92,12.65,8.93,10.73,20.23,6.31,12.52,7.39,80.75,0.0,97.49,0.97,1.8,0.48,1.31,3.04,4.66,1.85,2.81,5.66,6.92,4.41,2.52,0.63,0.61,0.62,16.47,16.27,22.88,82.85,82.9,10.12,0.19,0.93
20030714,4100608,-23.1312,-52.3189,9.18,15.15,13.19,14.19,20.62,11.44,15.17,9.83,88.38,1.24,97.22,0.98,1.45,0.62,0.83,3.02,3.84,2.46,1.38,5.46,6.31,4.87,1.45,0.64,0.61,0.62,9.78,14.48,22.96,51.57,75.04,6.67,0.13,0.65
20030715,4100608,-23.1312,-52.3189,11.5,18.03,14.99,16.55,25.12,13.62,18.09,10.99,84.06,0.55,97.1,0.98,1.8,0.5,1.31,2.99,4.61,1.66,2.94,5.52,6.78,3.55,3.23,0.63,0.61,0.62,11.76,14.95,23.05,60.49,77.7,7.6,0.14,0.71
20030716,4100608,-23.1312,-52.3189,11.98,18.92,15.15,17.22,26.28,14.31,19.29,11.11,79.44,0.27,97.18,0.69,1.1,0.39,0.7,1.99,2.72,0.66,2.05,3.62,5.67,0.94,4.73,0.62,0.6,0.62,8.2,14.95,23.13,43.08,77.79,5.7,0.12,0.62
20030717,4100608,-23.1312,-52.3189,11.96,18.6,15.01,16.85,25.75,13.79,18.69,10.99,81.5,0.0,97.29,0.82,1.51,0.49,1.02,2.47,3.79,1.61,2.19,4.81,6.02,3.23,2.79,0.62,0.6,0.62,11.18,15.36,23.22,58.24,79.6,7.48,0.16,0.81
20030718,4100608,-23.1312,-52.3189,12.7,18.45,14.63,16.57,26.18,13.48,18.51,10.74,80.44,0.0,97.22,0.79,1.19,0.46,0.73,2.43,2.95,1.72,1.23,4.63,6.33,3.52,2.8,0.62,0.59,0.61,15.88,15.91,23.32,80.89,81.86,9.84,0.2,0.98
20030719,4100608,-23.1312,-52.3189,14.33,19.4,14.56,17.04,28.03,13.69,19.51,10.68,76.38,0.0,97.07,0.77,1.16,0.52,0.64,2.38,2.84,1.79,1.05,4.7,6.73,2.82,3.91,0.61,0.59,0.61,15.98,16.17,23.41,82.05,83.89,9.98,0.19,-999.0
20030720,4100608,-23.1312,-52.3189,14.02,19.34,13.82,16.61,27.55,13.53,19.4,10.19,73.44,0.0,96.79,0.98,1.8,0.59,1.21,3.02,4.51,2.2,2.31,5.95,7.26,3.66,3.6,0.6,0.59,0.61,16.9,16.72,23.5,86.27,86.3,10.54,0.2,1.01
20030721,4100608,-23.1312,-52.3189,16.1,19.53,14.55,17.16,28.66,12.56,19.78,10.74,75.06,0.0,96.81,0.78,1.43,0.4,1.03,2.38,3.54,1.62,1.92,4.6,6.59,2.52,4.07,0.6,0.59,0.6,15.59,16.51,23.61,79.31,84.64,9.8,0.2,0.99
20030722,4100608,-23.1312,-52.3189,14.45,19.88,13.06,16.53,28.76,14.31,20.0,9.77,67.75,0.0,96.85,0.98,1.86,0.5,1.36,3.02,4.65,1.91,2.74,5.82,7.06,4.62,2.45,0.59,0.58,0.6,16.15,16.59,23.73,82.77,85.91,10.18,0.2,1.01
20030723,4100608,-23.1312,-52.3189,14.99,18.82,12.38,15.94,28.14,13.14,19.5,9.28,67.06,0.0,96.94,0.89,1.24,0.62,0.62,2.42,3.02,1.66,1.35,4.51,6.8,2.78,4.03,0.59,0.58,0.59,16.68,16.81,23.85,85.05,86.59,10.45,0.21,1.06
20030724,4100608,-23.1312,-52.3189,13.22,19.57,14.23,16.94,27.67,14.45,19.64,10.5,73.44,0.0,96.93,0.86,1.62,0.43,1.19,2.64,3.95,1.62,2.34,5.35,6.78,3.74,3.04,0.59,0.58,0.59,13.14,16.5,23.96,68.3,85.28,8.73,0.18,0.94
20030725,4100608,-23.1312,-52.3189,14.59,19.87,13.08,16.87,28.05,13.46,20.65,9.7,64.81,0.0,97.12,0.77,1.17,0.3,0.88,2.04,2.81,0.39,2.42,3.8,6.35,0.49,5.86,0.58,0.57,0.59,16.09,17.04,24.08,82.6,88.17,10.32,0.23,1.15
20030726,4100608,-23.1312,-52.3189,11.23,20.86,14.44,17.64,27.23,16.0,20.84,10.56,69.12,0.01,97.33,0.84,1.45,0.45,0.98,2.52,3.51,1.8,1.71,4.99,6.5,3.85,2.66,0.58,0.57,0.59,10.65,16.09,24.2,55.32,82.38,7.23,0.16,0.86
20030727,4100608,-23.1312,-52.3189,11.25,19.35,14.19,16.7,25.33,14.08,19.23,10.38,74.62,0.0,97.36,1.08,1.91,0.59,1.31,3.14,4.74,2.21,2.53,5.81,7.16,4.99,2.16,0.57,0.57,0.59,12.48,16.33,24.32,65.05,84.64,8.42,0.2,1.02
20030728,4100608,-23.1312,-52.3189,10.42,19.29,14.52,16.84,25.35,14.93,19.16,10.62,76.69,0.0,97.19,0.98,1.71,0.62,1.09,2.83,4.27,1.92,2.35,5.41,6.41,4.57,1.83,0.57,0.56,0.59,14.56,16.59,24.44,75.9,86.45,9.56,0.21,1.07
20030729,4100608,-23.1312,-52.3189,13.01,19.58,13.51,16.79,27.06,14.05,20.06,10.01,69.81,0.0,97.18,0.72,1.34,0.06,1.28,1.98,3.25,0.07,3.18,3.57,5.36,0.09,5.27,0.57,0.56,0.58,15.37,17.06,24.57,79.21,88.23,9.96,0.21,1.05
20030730,4100608,-23.1312,-52.3189,14.95,19.95,12.98,16.42,28.3,13.35,19.87,9.64,68.94,0.0,97.05,0.53,0.91,0.1,0.81,1.7,2.59,0.2,2.39,3.77,6.18,0.34,5.84,0.56,0.56,0.58,15.57,16.74,24.7,80.41,86.8,9.9,0.19,0.94
20030731,4100608,-23.1312,-52.3189,15.74,20.29,12.83,16.73,29.19,13.45,20.64,9.58,66.31,0.0,96.82,0.58,0.92,0.35,0.58,1.58,2.23,0.78,1.45,3.24,5.77,1.07,4.7,0.56,0.56,0.58,16.88,16.99,24.84,85.87,87.25,10.46,0.19,0.91
20030801,4100608,-23.1312,-52.3189,15.11,19.83,13.0,16.44,28.91,13.8,19.89,9.7,68.44,0.0,96.83,0.85,1.3,0.54,0.77,2.47,3.09,1.68,1.41,4.83,7.02,3.13,3.88,0.55,0.55,0.58,17.14,17.38,24.97,87.03,89.05,10.71,0.22,-999.0
20030802,4100608,-23.1312,-52.3189,15.03,19.94,13.05,16.58,28.93,13.9,20.11,9.7,67.88,0.0,97.07,0.95,1.45,0.59,0.87,2.66,3.46,1.67,1.79,4.85,6.98,2.98,4.0,0.55,0.55,0.57,17.48,17.45,25.11,88.96,89.73,10.89,0.22,1.08
20030803,4100608,-23.1312,-52.3189,13.57,19.98,13.57,16.71,27.58,14.01,19.84,10.01,70.12,0.0,97.04,1.0,1.67,0.5,1.17,2.91,3.96,1.79,2.18,5.56,7.05,4.27,2.78,0.55,0.55,0.57,17.52,17.81,25.25,89.58,91.93,11.1,0.23,1.16
20030804,4100608,-23.1312,-52.3189,15.42,20.24,12.92,16.53,29.17,13.75,20.15,9.64,67.56,2.69,96.72,1.01,1.62,0.53,1.09,2.93,3.8,1.92,1.88,5.74,7.67,4.46,3.21,0.57,0.55,0.57,16.02,18.06,25.39,82.53,93.47,10.45,0.23,1.16
20030805,4100608,-23.1312,-52.3189,13.04,20.95,15.09,18.01,28.37,15.33,20.93,11.29,72.62,6.54,96.31,1.09,2.12,0.23,1.88,3.07,5.12,0.83,4.3,5.68,7.82,1.93,5.88,0.59,0.55,0.57,7.52,17.06,25.53,40.35,88.65,5.48,0.12,0.66
20030806,4100608,-23.1312,-52.3189,9.0,19.63,17.8,18.8,23.99,14.99,19.79,13.31,88.75,53.35,96.45,0.92,1.68,0.33,1.35,2.34,4.11,0.9,3.21,3.79,6.3,1.33,4.98,0.77,0.61,0.6,1.84,14.81,25.68,10.43,74.08,1.41,0.03,0.15
20030807,4100608,-23.1312,-52.3189,11.12,15.27,10.2,12.73,21.53,10.41,15.26,8.12,75.19,0.24,96.86,0.82,1.33,0.48,0.85,2.23,3.13,1.46,1.67,3.82,5.11,2.88,2.23,0.69,0.65,0.62,19.0,19.54,25.83,94.66,97.8,11.91,0.26,1.28
20030808,4100608,-23.1312,-52.3189,14.16,16.14,12.12,14.11,23.44,9.28,16.11,9.4,78.44,0.2,96.83,0.68,1.05,0.4,0.66,1.96,2.41,1.26,1.16,3.97,6.31,2.13,4.18,0.66,0.63,0.62,10.62,17.66,25.98,56.2,90.85,7.48,0.17,0.87
20030809,4100608,-23.1312,-52.3189,12.14,15.3,9.18,12.22,20.33,8.19,15.26,7.75,69.94,2.15,97.26,1.15,1.67,0.67,1.01,3.14,3.95,2.19,1.77,5.7,7.4,4.74,2.66,0.66,0.62,0.62,17.08,19.16,26.14,86.7,97.08,11.1,0.25,1.3
20030810,4100608,-23.1312,-52.3189,15.12,10.9,3.73,7.22,19.64,4.52,10.72,5.13,65.75,7.23,97.38,0.8,1.32,0.46,0.86,2.35,3.12,1.7,1.42,4.73,6.8,2.38,4.41,0.69,0.62,0.62,18.49,20.51,26.3,90.12,99.7,11.47,0.25,1.3
20030811,4100608,-23.1312,-52.3189,14.67,11.65,5.43,8.53,20.37,5.71,11.63,5.8,70.44,0.0,97.17,0.92,1.74,0.48,1.26,2.68,4.13,1.72,2.41,5.1,6.67,3.37,3.3,0.65,0.62,0.62,20.52,20.48,26.46,100.21,100.7,12.49,0.27,1.33
20030812,4100608,-23.1312,-52.3189,16.76,13.34,8.51,10.91,22.69,5.94,13.31,7.2,76.19,0.0,96.99,0.95,1.68,0.49,1.19,2.78,3.96,1.76,2.2,5.26,7.08,3.48,3.59,0.64,0.61,0.62,20.53,20.46,26.63,101.0,101.38,12.61,0.27,1.37
20030813,4100608,-23.1312,-52.3189,16.49,16.5,11.15,14.05,26.12,9.62,16.95,8.54,72.38,0.0,96.94,0.88,1.6,0.34,1.26,2.32,3.8,0.72,3.09,3.92,6.73,0.94,5.8,0.63,0.61,0.62,19.51,19.44,26.78,100.73,101.07,12.6,0.28,1.39
20030814,4100608,-23.1312,-52.3189,13.28,17.01,11.61,14.33,25.01,11.73,17.07,8.85,72.62,0.11,96.81,0.75,1.45,0.21,1.24,2.2,3.48,0.42,3.06,4.47,6.16,0.57,5.59,0.62,0.6,0.62,4.17,18.17,26.94,23.65,93.15,3.4,0.08,0.39
20030815,4100608,-23.1312,-52.3189,8.76,16.15,13.72,14.95,21.94,13.19,16.18,10.19,85.62,3.9,96.73,0.7,1.54,0.41,1.13,1.98,3.71,0.93,2.78,3.9,5.37,1.39,3.98,0.66,0.61,0.62,10.85,17.55,27.1,57.03,89.35,7.46,0.16,0.85
20030816,4100608,-23.1312,-52.3189,12.47,15.28,9.4,12.28,21.86,9.4,15.15,7.69,71.62,0.01,97.0,1.18,2.12,0.55,1.59,3.3,5.1,2.02,3.09,6.01,7.66,4.1,3.55,0.62,0.6,0.62,19.34,20.34,27.27,96.27,101.33,12.19,0.28,1.4
20030817,4100608,-23.1312,-52.3189,16.32,11.53,3.38,7.55,20.65,4.33,11.7,5.0,62.56,0.0,97.21,0.73,1.16,0.42,0.73,2.02,2.65,0.84,1.8,3.78,6.27,1.12,5.14,0.62,0.6,0.61,20.94,21.19,27.45,102.64,104.41,12.95,0.3,-999.0
20030818,4100608,-23.1312,-52.3189,17.97,12.58,4.27,8.48,23.2,5.23,12.69,5.37,60.75,0.0,97.21,1.03,1.73,0.52,1.21,2.93,4.0,1.84,2.16,5.69,7.67,4.04,3.63,0.61,0.59,0.61,21.34,21.31,27.62,105.21,105.63,13.18,0.27,1.31
20030819,4100608,-23.1312,-52.3189,18.35,14.66,7.96,11.65,25.61,7.26,15.33,6.9,65.44,0.0,97.1,1.12,1.6,0.7,0.91,2.97,3.77,1.83,1.94,5.19,7.45,3.05,4.41,0.61,0.59,0.61,21.0,21.14,27.79,104.45,105.64,13.12,0.3,1.51
20030820,4100608,-23.1312,-52.3189,19.65,18.15,9.26,13.99,30.25,10.6,18.73,7.63,59.75,0.02,96.98,0.95,1.27,0.69,0.57,2.67,3.05,1.94,1.12,5.25,7.74,2.85,4.89,0.6,0.59,0.6,20.75,20.81,27.96,103.64,104.41,12.95,0.3,1.48
20030821,4100608,-23.1312,-52.3189,17.48,18.6,9.64,14.43,29.34,11.86,19.21,7.81,58.25,0.0,96.75,1.09,1.62,0.62,1.0,2.89,3.71,1.93,1.79,5.48,7.89,3.6,4.28,0.59,0.58,0.6,21.05,21.21,28.13,104.3,105.51,13.09,0.3,1.52
20030822,4100608,-23.1312,-52.3189,19.16,19.48,9.29,15.15,30.9,11.74,21.0,7.57,52.69,0.0,96.76,0.81,1.22,0.45,0.77,2.02,2.86,0.99,1.87,3.7,6.96,1.5,5.45,0.59,0.58,0.59,21.23,21.25,28.3,106.3,106.81,13.34,0.3,1.52
20030823,4100608,-23.1312,-52.3189,17.85,19.8,10.15,15.62,30.58,12.73,21.1,8.06,53.44,0.24,96.68,1.06,1.67,0.65,1.03,2.65,3.84,1.3,2.54,4.7,7.48,1.83,5.65,0.58,0.57,0.59,20.72,20.73,28.48,105.02,105.55,13.13,0.3,1.52
